Sourcerecord id,"Source Title (Medline-sourced journals are indicated in Green)
Titles indicated in bold red do not meet the Scopus quality criteria anymore and therefore Scopus discontinued the forward capturing",Print-ISSN,E-ISSN,2017 CiteScore,"2017
SJR","2017
SNIP"
21100202907,International Journal of Communication,19328036,,1.85,1.218,1.278
21100244841,International Journal of Communication and Linguistic Studies,23277882,23278617,0.1,0.123,0.183
21100198205,International Journal of Communication Networks and Distributed Systems,17543916,17543924,0.56,0.177,0.385
19900195075,International Journal of Communication Networks and Information Security,20760930,2073607X,1.88,0.227,1.594
17964,International Journal of Communication Systems,10745351,10991131,1.88,0.326,1.191
21100845200,International Journal of Community Based Nursing and Midwifery,23222476,23224835,0.85,0.197,0.47
21100258616,International Journal of Community Diversity,23270004,23272147,0.04,0.102,0.041
21100217606,International Journal of Community Music,17526299,17526302,0.55,0.287,0.499
5800154205,International Journal of Comparative and Applied Criminal Justice,1924036,21576475,,,0.713
21100847440,International Journal of Comparative Labour Law and Industrial Relations,0952617X,1875838X,,,
72639,International Journal of Comparative Sociology,207152,,1.25,0.643,0.9
16800154716,International Journal of Computational and Mathematical Sciences,20703910,,,,
19600161802,International Journal of Computational Biology and Drug Design,17560756,17560764,0.51,0.231,0.294
21100855992,International Journal of Computational Economics and Econometrics,17571170,17571189,,,
86907,International Journal of Computational Engineering Science,14658763,,,,
14393,International Journal of Computational Fluid Dynamics,10618562,10290257,1.29,0.578,0.659
28477,International Journal of Computational Geometry and Applications,2181959,,0.48,0.368,0.777
14500154706,International Journal of Computational Intelligence and Applications,14690268,,0.65,0.173,0.255
17800156712,International Journal of Computational Intelligence Systems,18756891,18756883,1.89,0.564,0.823
17700155710,International Journal of Computational Materials Science and Surface Engineering,17533465,17533473,0.33,0.135,0.332
4900152403,International Journal of Computational Methods,2198762,,1.28,0.459,0.683
4000149405,International Journal of Computational Methods in Engineering Science and Mechanics,15502287,15502295,1.06,0.359,0.752
6100152804,International Journal of Computational Science and Engineering,17427185,17427193,0.95,0.373,0.853
21100211768,International Journal of Computational Vision and Robotics,17529131,1752914X,0.42,0.129,0.285
21100220382,International Journal of Computer Aided Engineering and Technology,17572657,17572665,0.48,0.131,0.217
36679,International Journal of Computer and Information Sciences,917036,,,,
19266,International Journal of Computer Applications in Technology,9528091,,1.11,0.225,0.68
4700152490,International Journal of Computer Assisted Radiology and Surgery,18616410,18616429,2.03,0.614,1.17
19700186865,International Journal of Computer Games Technology,16877047,16877055,1.79,0.287,1.499
21100440516,International Journal of Computer Information Systems and Industrial Management Applications,,21507988,0.4,0.152,0.536
18198,International Journal of Computer Integrated Manufacturing,0951192X,13623052,1.89,0.773,1.101
28494,International Journal of Computer Mathematics,207160,,0.96,0.456,0.749
21100836264,International Journal of Computer Networks and Communications,9752293,9749322,0.14,0.113,0.073
17600155113,International Journal of Computer Science and Applications,9729038,,0.58,0.161,0.433
21100224419,International Journal of Computer Science in Sport,16844769,,0.53,0.261,0.565
72242,International Journal of Computer Vision,9205691,,12.26,2.301,6.229
21100863714,International Journal of Computer-Assisted Language Learning and Teaching,21557098,21557101,,,
25612,International Journal of Computerized Dentistry,14634201,,1.21,0.702,0.729
15484,International Journal of Computers and Applications,1206212X,,0.36,0.109,0.242
20400195016,International Journal of Computers and their Applications,10765204,,,0.104,0.17
28495,International Journal of Computers for Mathematical Learning,13823892,15731766,,,
11800154542,"International Journal of Computers, Communications and Control",18419836,,1.04,0.326,0.616
4700152632,International Journal of Computer-Supported Collaborative Learning,15561607,15561615,3.09,1.588,1.918
21100820054,International Journal of Computing,17276209,23125381,0.76,0.173,0.229
18700156724,International Journal of Computing Science and Mathematics,17525055,17525063,1.14,0.299,0.611
21100383743,International Journal of Concrete Structures and Materials,19760485,22341315,2.71,1.601,1.719
19900188035,International Journal of Conflict and Violence,18641385,,0.88,0.228,0.768
19951,International Journal of Conflict Management,10444068,,1.19,0.362,1.068
21100223164,International Journal of Conservation Science,2067533X,20678223,0.9,0.28,0.677
4700152463,International Journal of Constitutional Law,14742640,14742659,0.79,0.601,1.169
144811,International Journal of Construction Education and Research,15503984,,0.68,0.407,0.906
18800156713,International Journal of Construction Management,15623599,,1.87,0.649,0.906
21100464314,International Journal of Construction Supply Chain Management,11790776,,0.62,0.253,0.476
5700167235,International Journal of Consumer Studies,14706423,,1.98,0.688,1.155
144742,International Journal of Contemporary Hospitality Management,9596119,,3.56,1.452,1.674
21100258384,International Journal of Contemporary Iraqi Studies,17512867,17512875,0.22,0.162,0.415
66262,International Journal of Continuing Engineering Education and Life-Long Learning,15604624,17415055,0.29,0.196,0.326
12342,International Journal of Control,207179,,2.51,1.152,1.237
21100197912,International Journal of Control and Automation,20054297,,0.31,0.154,0.367
21100231630,International Journal of Control Theory and Applications,9745572,,,0.104,0.097
25479,"International Journal of Control, Automation and Systems",15986446,,2.44,0.618,1.28
15629,International Journal of Cooperative Information Systems,2188430,,0.91,0.256,0.574
6200180178,International Journal of COPD,11769106,11782005,3.12,1.395,1.078
5800207556,International Journal of Corpus Linguistics,13846655,15699811,1.22,1.057,1.099
21100228138,International Journal of Corrosion,16879325,16879333,0.93,0.194,1.054
21100826879,International Journal of Corrosion and Scale Inhibition,,23056894,,,
26568,International Journal of Cosmetic Science,1425463,14682494,1.76,0.548,0.883
71033,International Journal of Cosmetic Surgery and Aesthetic Dermatology,15308200,,,,
55762,International Journal of Crashworthiness,13588265,15738965,1.07,0.346,0.82
21100821128,International Journal of Criminal Justice Sciences,9735089,,,,
21100242251,International Journal of Critical Computer-Based Systems,17578779,17578787,0.33,0.127,0.692
21100244842,International Journal of Critical Cultural Studies,23270055,23272376,0.02,0.101,0.01
21100780673,International Journal of Critical Illness and Injury Science,22295151,22315004,0.46,0.192,0.558
17300154971,International Journal of Critical Infrastructure Protection,18745482,,2.35,0.648,2.348
26673,International Journal of Critical Infrastructures,14753219,17418038,0.83,0.173,0.423
16300154746,International Journal of Cross Cultural Management,14705958,17412838,1.19,0.318,0.931
66819,International Journal of Crude Drug Research,1677314,,,,
5700163951,International Journal of Cultural Policy,10286632,14772833,1.16,0.502,1.297
6000159531,International Journal of Cultural Property,9407391,,0.61,0.253,0.816
147232,International Journal of Cultural Studies,13678779,,1.18,0.57,1.095
19900191617,International Journal of Culture and Mental Health,17542863,17542871,0.33,0.183,0.319
21100218140,"International Journal of Culture, Tourism, and Hospitality Research",17506182,,1.09,0.339,0.756
21100853873,International Journal of Current Pharmaceutical Research,9757066,,,,0.216
19700200860,International Journal of Current Pharmaceutical Review and Research,0976822X,,,0.325,0.295
21100253384,"International Journal of Cyber Behavior, Psychology and Learning",21557136,,0.78,0.238,0.537
21100218074,International Journal of Cyber Criminology,9742891,,2,0.936,1.367
4700152482,International Journal of Dairy Science,18119743,18119751,0.52,0.165,0.48
98012,International Journal of Dairy Technology,1364727X,14710307,1.2,0.549,0.71
21098,International Journal of Damage Mechanics,10567895,15307921,1.69,0.872,1.189
21100204516,International Journal of Data Analysis Techniques and Strategies,17558050,17558069,0.44,0.23,0.533
10700153302,International Journal of Data Mining and Bioinformatics,17485673,17485681,0.74,0.217,0.327
21100199341,"International Journal of Data Mining, Modelling and Management",17591163,17591171,0.46,0.209,0.435
11900154399,International Journal of Data Warehousing and Mining,15483924,15483932,1.21,0.267,0.477
21100423920,International Journal of Database Theory and Application,20054270,,0.61,0.132,0.651
21100201512,International Journal of Decision Support System Technology,19416296,1941630X,0.73,0.172,0.302
4000148504,International Journal of Dental Hygiene,16015029,16015037,1.09,0.453,0.977
19900192030,International Journal of Dentistry,16878728,16878736,1.79,0.649,0.933
24838,International Journal of Dermatology,119059,13654632,1.1,0.61,0.878
17600155397,International Journal of Design,19913761,1994036X,2.19,0.383,1.605
5200153111,International Journal of Design and Nature,17443687,17443679,,,
14200154728,International Journal of Design and Nature and Ecodynamics,17557437,,0.4,0.228,0.546
25567,International Journal of Design Computing,13297147,,,,
21100805775,International Journal of Design Creativity and Innovation,21650349,21650357,1,0.213,1.128
21100268403,International Journal of Design Education,2325128X,23251298,0.07,0.131,0.056
21100258858,International Journal of Design in Society,23251328,23251360,0.07,0.105,0.019
21100259107,International Journal of Design Management and Professional Practice,2325162X,23251638,0.09,0.101,0.134
500147012,International Journal of Design Sciences and Technology,16307267,,0.58,0.171,0.211
21100259103,International Journal of Designed Objects,23251379,23251395,0.16,0.108,0.444
21100856805,International Journal of Development and Conflict,20102690,20102704,,,
21100780473,International Journal of Development Issues,14468956,17588553,0.29,0.139,0.116
29499,International Journal of Developmental Biology,2146282,,2.14,1.083,0.657
21100235822,International Journal of Developmental Disabilities,20473869,20473877,0.52,0.291,0.484
16147,International Journal of Developmental Neuroscience,7365748,,2.46,0.986,0.714
21100244818,International Journal of Developmental Sciences,2192001X,,0.51,0.414,0.491
26135,International Journal of Diabetes and Metabolism,16067754,,,0.108,0
4700152901,International Journal of Diabetes in Developing Countries,9733930,,0.3,0.173,0.234
19200157055,International Journal of Diabetes Mellitus,18775934,18775942,,0.428,1.042
21100241790,International Journal of Differential Equations,16879643,16879651,0.3,0.191,0.26
32397,International Journal of Digital & Analog Cabled Systems,8943222,,,,
19700188202,International Journal of Digital Accounting Research,15778517,,0.88,0.198,0.608
64762,International journal of digital and analog communication systems,10479627,,,,
19700186877,International Journal of Digital Content Technology and its Applications,19759339,,,,
